
 Lista de Imóveis da Caixa;;Data de geração:;21/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787713333859 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 43, TORRE 22 ;114.234,15;189.000,00;39.56;Não;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713333859
 8787718500893 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 04, TORRE 12 ;126.926,84;210.000,00;39.56;Não;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718500893
 8555540143289 ;SP ;CAMPINAS ;JARDIM NOVO MARACANA ;RUA EDIS PEDRO DE OLIVEIRA, N. 309, Apto 14, BL C ;111.816,50;185.000,00;39.56;Não;Apartamento, 52.17 de área total, 47.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540143289
 8555537950454 ;SP ;CAMPINAS ;PARQUE DAS QUARESMEIRAS ;RUA 1 (RUA PRESBITERO SIGMUNDO SIMBERG), N. 55, Apto 307, 02 PV BL 05 VG 195 195A ;117.860,63;195.000,00;39.56;Não;Apartamento, 93.40 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537950454
 8555536628648 ;SP ;CAMPINAS ;PARQUE DAS CONSTELACOES ;RUA PRESBITERO SIGMUNDO SIMBERG, N. 20, Apto 108, 1º PAV, BL 1, VAGA 2 - PNE ;135.993,04;225.000,00;39.56;Não;Apartamento, 127.64 de área total, 45.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536628648
 8787713948993 ;SP ;CAMPINAS ;JARDIM CAPIVARI ;RUA PROJETADA, N. 15, Apto 104, BL 03 VG M12 M13 M15 ;153.076,13;250.000,00;38.77;Não;Apartamento, 81.09 de área total, 44.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713948993
 8787708271794 ;SP ;CAMPINAS ;RECANTO DO SOL I ;RUA SEVERINO ALVES BATISTA, N. 593, Apto 11, BL 06 ;156.137,65;255.000,00;38.77;Não;Apartamento, 92.84 de área total, 47.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708271794
 8787712148217 ;SP ;CAMPINAS ;VILA PALACIOS ;RUA ALBERTO CARLOS DUPAS VALIN, N. 337, Apto 23, BL 01 ;167.971,37;274.326,54;38.77;Não;Apartamento, 84.75 de área total, 44.33 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712148217
 8787721421559 ;SP ;CAMPINAS ;CIDADE SATELITE IRIS ;RUA NIVALDO ALVES BONILHA, N. 74, Apto 134, TR 02 PAV 13 TIPO G ;214.306,58;350.000,00;38.77;Não;Apartamento, 45.95 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721421559
 8555536330037 ;SP ;CAMPINAS ;JARDIM ANTONIO VON ZUBEN ; RUA 03, N. 64, Apto 103, BL 09 ;141.620,24;225.000,00;37.06;Não;Apartamento, 95.20 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536330037
 1555526666255 ;SP ;CAMPINAS ;JARDIM AMAZONAS ;RUA CLARA CAMARAO, N. 272, Apto 31, BL 08 ;202.028,63;317.000,00;36.27;Não;Apartamento, 172.13 de área total, 84.22 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555526666255
 1444406939678 ;SP ;CAMPINAS ;JARDIM BOTANICO (SOUSAS) ;RUA NICOLA FASSINA, N. SN, LT 19, QD M, LOT COLINAS DO ERMITAGE ;280.418,29;440.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406939678
 10291028 ;SP ;CAMPINAS ;VILA MARIETA ;AVENIDA WASHINGTON LUÍS, N. 4300, Apto 31, BL I ;167.613,66;263.000,00;36.27;Não;Apartamento, 0.00 de área total, 44.64 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10291028
 1444404476727 ;SP ;CAMPINAS ;LOTEAMENTO CENTER SANTA GENEBRA ;AVENIDA JOSE ROCHA BOMFIM, N. 214, SL 211 BL D ;319.931,78;502.000,00;36.27;Não;Sala, 0.00 de área total, 53.04 de área privativa, 0.00 de área do terreno, WC.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404476727
 8787715902800 ;SP ;CAMPINAS ;RES PQ DAS BAND ;AVENIDA GILBERTO TARGON, N. 2325, Apto 615, TORRE 02 ;247.368,16;247.368,16;0.00;Não;Apartamento, 56.08 de área total, 37.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715902800
 1121150192660 ;SP ;CAMPINAS ;CENTRO ;AVENIDA OROZIMBO MAIA, N. 80, Apto 174, BLOCO 01, 2° ANDAR ;542.000,00;542.000,00;0.00;Não;Apartamento, 0.00 de área total, 121.74 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1121150192660
 1444415612732 ;SP ;CAMPINAS ;CENTRO ;RUA JOSE PAULINO, N. 1195, Apto 161, ;253.000,00;253.000,00;0.00;Não;Apartamento, 89.34 de área total, 89.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415612732
 10303466 ;SP ;CAMPINAS ;JARDIM BELA VISTA ;RUA PADRE JOAO FRANCISCO DE AZEVEDO, N. 205, SL 07 ;210.533,00;210.533,00;0.00;Não;Sala, 0.00 de área total, 18.62 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10303466
 10303501 ;SP ;CAMPINAS ;JARDIM BELA VISTA ;RUA PADRE JOAO FRANCISCO DE AZEVEDO, N. 205, SL 10 ;239.278,53;239.278,53;0.00;Não;Sala, 0.00 de área total, 24.46 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10303501
 1555502053474 ;SP ;CAMPINAS ;VILA SAO BENTO ;AVENIDA ANTONIO CARVALHO DE MIRANDA, N. 720, Apto 123, BL 01 12 AND ED COSTA VERDE VG 23 ;516.000,00;516.000,00;0.00;Não;Apartamento, 113.71 de área total, 73.50 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555502053474
 1444424079367 ;SP ;CAMPINAS ;PARQUE NOVA CAMPINAS ;RUA JOSE JORGE FARAH, N. 164,  QD L ;1.390.000,00;1.390.000,00;0.00;Não;Casa, 292.73 de área total, 292.73 de área privativa, 400.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424079367
 8787714032119 ;SP ;CAMPINAS ;VILA PALACIOS ;RUA ALBERTO CARLOS DUPAS VALIN, N. 337, Apto 132, BLOCO 03 ;320.000,00;320.000,00;0.00;Não;Apartamento, 85.21 de área total, 44.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714032119
 1555519276609 ;SP ;CAMPINAS ;VILA PROGRESSO ;RUA ENGENHEIRO AUGUSTO DE FIGUEIREDO, N. 437, Apto 141, TORRE C ;665.660,27;665.660,27;0.00;Não;Apartamento, 0.00 de área total, 86.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555519276609
 8787713470279 ;SP ;CAMPINAS ;JARDIM IBIRAPUERA ;RUA PASTOR ANTONIO TIBURTINO DA SILVA, N. 490, Apto 86, 8° PAV TORRE 05 ;275.000,00;275.000,00;0.00;Não;Apartamento, 82.76 de área total, 42.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713470279
 1787702384777 ;SP ;CAMPINAS ;RESIDENCIAL VILLA GARDEN ;RUA JOAO BATISTA ALVES DE SOUZA, N. 772, Apto 506, TORRE 01 ;455.000,00;455.000,00;0.00;Não;Apartamento, 102.22 de área total, 54.49 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702384777
 8787711726900 ;SP ;CAMPINAS ;RESIDENCIAL FAZENDA LAGOA ;RUA 02 (ATUAL RUA CELSO RINALDI), N. 156, Apto 11, BLOCO F ;195.407,63;192.000,00;0.00;Não;Apartamento, 47.50 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711726900
 8787719592678 ;SP ;CAMPINAS ;RESIDENCIAL VILLA GARDEN ;RUA JOAO BATISTA ALVES DE SOUZA, N. 772, Apto 105, TORRE 03 ;379.253,99;369.000,00;0.00;Não;Apartamento, 103.25 de área total, 54.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719592678
 8787714509136 ;SP ;CAMPINAS ;VILA PALACIOS ;RUA ALBERTO CARLOS DUPAS VALIN, N. 337, Apto 83, 8º ANDAR ;273.132,27;260.000,00;0.00;Não;Apartamento, 84.75 de área total, 44.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714509136
 8787708628080 ;SP ;CAMPINAS ;RESIDENCIAL MORADAS DO VALLE ;RUA 04, N. 540, Apto 02, BL A ;184.065,86;175.000,00;0.00;Não;Apartamento, 0.00 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708628080
 8787715442698 ;SP ;CAMPINAS ;JARDIM CAPIVARI ;RUA ANTONIO PIRES BARBOSA (RUA PROJETADA), N. 15, Apto 302, BLOCO 11 VG 117 ;297.986,86;282.000,00;0.00;Não;Apartamento, 85.26 de área total, 44.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715442698
 8787715492547 ;SP ;CAMPINAS ;RESIDENCIAL NOVO TEMPO ;RUA 3, N. 459, Apto 01, TERREO BLOCO 04 ;272.647,54;258.000,00;0.00;Não;Apartamento, 95.95 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715492547
 8787713927422 ;SP ;CAMPINAS ;VILA PALACIOS ;RUA ALBERTO CARLOS DUPAS VALIN, N. 337, Apto 138, BL 13  13 ANDAR ;278.706,40;260.000,00;0.00;Não;Apartamento, 85.21 de área total, 44.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713927422
 8787718081866 ;SP ;CAMPINAS ;RESIDENCIAL FAZENDA LAGOA ;RUA MARIA ROSA DADALTO DOS SANTOS, N. 26, Apto 1105,   11º PAVIMENTO TORRE UNICA ;219.723,41;204.000,00;0.00;Não;Apartamento, 67.49 de área total, 35.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718081866
 8555534645111 ;SP ;CAMPINAS ;VILA MIMOSA ;AVENIDA DAS AMOREIRAS, N. 4001, Apto 01, TORRE 02 ;346.774,99;320.000,00;0.00;Não;Apartamento, 97.02 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534645111
 8787717793897 ;SP ;CAMPINAS ;RESIDENCIAL FAZENDA LAGOA ; RUA 08, N. 26, Apto 03, ;209.467,98;190.000,00;0.00;Não;Apartamento, 57.68 de área total, 36.28 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717793897
 8787717287576 ;SP ;CAMPINAS ;COND VARANDAS ;RUA NIVALDO ALVES BONILHA, N. 74, Apto 131, 13º ANDAR TORRE 02 ;299.353,79;271.000,00;0.00;Não;Apartamento, 81.70 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717287576
 8787719878466 ;SP ;CAMPINAS ;RESIDENCIAL FAZENDA LAGOA ; RUA 08, N. 26, Apto 1508, ;234.306,83;212.000,00;0.00;Não;Apartamento, 67.49 de área total, 35.94 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719878466
 8787714685759 ;SP ;CAMPINAS ;BAIRRO FELIPÃO ; RUA DR ANTONIO PIRES BARBOSA, N. 15, Apto 302, BL 07 ;285.287,28;256.000,00;0.00;Não;Apartamento, 44.40 de área total, 44.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714685759
 8787719443176 ;SP ;CAMPINAS ;JARDIM DAS CEREJEIRAS ;RUA MARTA DA SILVA PEREIRA, N. 80, Apto 18, TORRE 03, 1º ANDAR ;379.747,10;340.000,00;0.00;Não;Apartamento, 101.33 de área total, 48.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719443176
 8787708517459 ;SP ;CAMPINAS ;JARDIM SANTA ROSA ;RUA FERNANDO PADUA CASTRO MUNDT, N. 366, Apto 402, BL 05 ;200.819,12;178.000,00;0.00;Não;Apartamento, 71.07 de área total, 40.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708517459
 1787701270522 ;SP ;CAMPINAS ;CENTRO ;RUA PADRE VIEIRA, N. 689, Apto 12, 1º PAVIMENTO ;450.934,67;397.000,00;0.00;Não;Apartamento, 0.00 de área total, 60.21 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701270522
 8787711895248 ;SP ;CAMPINAS ;RESIDENCIAL MORADAS DO VALLE ;RUA PLACIDA PRETINI, N. 540, Apto 21, 2 PV  BL F ;220.750,25;194.000,00;0.00;Não;Apartamento, 58.69 de área total, 51.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711895248
 8787711967532 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ;RUA JULIANA MANOTVANELLI, N. 26, Apto 13, BLOCO 7 ;216.615,32;190.000,00;0.00;Não;Apartamento, 0.00 de área total, 39.12 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711967532
 8787714443593 ;SP ;CAMPINAS ;BAIRRO FELIPÃO ; RUA PROJETADA, N. 15, Apto 103,  BL 04 ;270.224,03;235.500,00;0.00;Não;Apartamento, 94.49 de área total, 53.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714443593
 8787706916909 ;SP ;CAMPINAS ;RESIDENCIAL PARQUE DA FAZENDA ;RUA ALZIRA MARCONDES, N. 160, Apto 1108, 11 ANDAR ;360.883,15;307.000,00;0.00;Não;Apartamento, 0.00 de área total, 43.31 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706916909
 8787714934333 ;SP ;CAMPINAS ;JARDIM CAPIVARI ;RUA ANTONIO MARIANO DE AZEVEDO MARQUES, N. 15, Apto 402, PV 03 BL 10 VG 155 ;298.094,66;250.000,00;0.00;Não;Apartamento, 75.45 de área total, 44.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714934333
 8555534334230 ;SP ;CAMPINAS ;PARQUE DAS CONSTELACOES ;RUA JAIR LUIZ DOS SANTOS, N. 57, Apto 502, BL 05 ;231.521,25;193.000,00;0.00;Não;Apartamento, 81.44 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534334230
 8787715490064 ;SP ;CAMPINAS ;BAIRRO FELIPÃO ; RUA PROJETADA, N. 15, Apto 503, 4º PAVIMENTO, BLOCO 01 ;279.902,67;231.000,00;0.00;Não;Apartamento, 85.26 de área total, 44.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715490064
 1787701263976 ;SP ;CAMPINAS ;CENTRO ;RUA PADRE VIEIRA, N. 689, Apto 13, ;450.922,77;370.000,00;0.00;Não;Apartamento, 100.69 de área total, 50.97 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701263976
 8444436749379 ;SP ;CAMPINAS ;RECANTO DO SOL I ;RUA FRANCISCO DE ASSIS DOS SANTOS CARDOS, N. 06, Apto 11, BL C ;198.529,66;160.000,00;0.00;Não;Apartamento, 49.43 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436749379
 8787717149688 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 01, TÉRREO  TORRE 3 ;232.176,42;185.000,00;0.00;Não;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717149688
 1787701827942 ;SP ;CAMPINAS ;VILA PALACIOS ;RUA ALBERTO CARLOS DUPAS VALIN, N. 337, Apto 73, BL 03 ;312.385,16;248.000,00;0.00;Não;Apartamento, 84.75 de área total, 44.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701827942
 8555538277389 ;SP ;CAMPINAS ;PARQUE DAS CONSTELACOES ;RUA PRESBITERO SIGMUNDO SIMBERG, N. 55, Apto 302, BLOCO 05, 2º PAVIMENTO, VAGA 190/190A ;256.984,79;203.913,64;0.00;Não;Apartamento, 93.40 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538277389
 8787717568753 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 34, 3 PV  TORRE 8 ;230.480,07;180.000,00;0.00;Não;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717568753
 1444406589235 ;SP ;CAMPINAS ;PONTE PRETA ;RUA DO CALCETEIRO, N. 129, Apto 01, ;213.079,12;162.000,00;0.00;Não;Apartamento, 68.85 de área total, 42.63 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406589235
 1444408629285 ;SP ;CAMPINAS ;PARQUE XANGRILA ;RUA DOUTOR RAUL GUEDES DE MELO, N. 546, CASA 22  TIPO A ;1.140.707,20;845.000,00;0.00;Não;Casa, 0.00 de área total, 130.69 de área privativa, 226.44 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408629285
 8787717147928 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 13, TORRE 07 PAV 01 ;251.336,52;185.000,00;0.00;Não;Apartamento, 79.67 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717147928
 8444425761593 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ;RUA VANIA APARECIDA DIAS, N. 299, Apto 65, 6 PAV BLOCO 02 ;309.588,76;223.000,00;0.00;Não;Apartamento, 0.00 de área total, 50.94 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425761593
 8787715423529 ;SP ;CAMPINAS ;JARDIM NOVA ABOLICAO ;RUA UM, N. 45, Apto 402, BLOCO 12, 4º PAVIMENTO ;263.952,17;190.000,00;0.00;Não;Apartamento, 44.51 de área total, 40.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715423529
 1444407021380 ;SP ;CAMPINAS ;JARDIM AURÉLIA ;AVENIDA JOÃO SCARPARO NETTO, N. 330, Apto 106, BLOCO 5-A, 1º PAVIMENTO, VAGA 80 ;824.801,15;592.000,00;0.00;Não;Apartamento, 152.40 de área total, 75.96 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407021380
 8787706908213 ;SP ;CAMPINAS ;JARDIM SAO PEDRO DE VIRACOPOS ;RUA ANTONIO ROCHA BATISTA, N. 30, Apto 503, 4 PAV BL 06 ;233.926,21;164.832,64;0.00;Não;Apartamento, 0.00 de área total, 40.51 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706908213
