
 Lista de Imóveis da Caixa;;Data de geração:;21/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787710289654 ;SP ;SAO PAULO ;JARDIM RECANTO VERDE ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 21, BL 10 ;117.709,53;205.000,00;42.59;Sim;Apartamento, 78.08 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710289654
 1308600001270 ;SP ;SAO PAULO ;MOOCA ;RUA GUAIMBE, N. 696, ;986.117,86;1.700.000,00;42.00;Sim;Casa, 258.00 de área total, 258.00 de área privativa, 209.12 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1308600001270
 8787717495047 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 805, TORRE 03 HMP ;81.964,82;140.000,00;41.46;Não;Apartamento, 37.07 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717495047
 8787714572393 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ARROIO SARANDI, N. 93, Apto 806, HIS ;88.404,91;151.000,00;41.46;Não;Apartamento, 53.66 de área total, 34.72 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714572393
 8787706603994 ;SP ;SAO PAULO ;IPIRANGA ;RUA ANTONIO GOMES FERREIRA, N. 89, Apto 510, TR A ;85.536,14;146.100,00;41.46;Não;Apartamento, 0.00 de área total, 32.48 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706603994
 8444435146182 ;SP ;SAO PAULO ;CONJUNTO HABITACIONAL JUSCELINO KUBITSCH ;RUA FERNANDO DE AUGSBURGO, N. 135, Apto 53C, ;85.664,17;146.318,67;41.46;Não;Apartamento, 46.09 de área total, 41.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435146182
 8787710181624 ;SP ;SAO PAULO ;GUAIANAZES ;RUA AURORA DO TOCANTINS, N. 453, Apto 314, PAV 3 T01 TIPO HIS ;111.122,31;188.565,63;41.07;Não;Apartamento, 104.91 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710181624
 8787703084350 ;SP ;SAO PAULO ;JARDIM LOURDES ;RUA FRANCISCO DE SOUTOMAIOR, N. 915, Apto 22, BL 02 ;113.146,20;192.000,00;41.07;Não;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703084350
 8787709430365 ;SP ;SAO PAULO ;JARDIM RECANTO VERDE ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 44, BL 07 ;119.039,24;202.000,00;41.07;Não;Apartamento, 78.07 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709430365
 8787717046803 ;SP ;SAO PAULO ;BAIRRO DO TABOAO ;RUA COMENDADOR FRANCISCO PETTINATI, N. 363, Apto 209, 2 PAV ;104.296,65;176.000,00;40.75;Não;Apartamento, 24.66 de área total, 16.98 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717046803
 8444429062568 ;SP ;SAO PAULO ;GUAIANAZES ;RUA IGARAPE DA MISSAO, N. 428, Apto 12B, ;94.815,14;160.000,00;40.75;Não;Apartamento, 48.42 de área total, 42.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429062568
 8787713766089 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 991, Apto 41, BL 04 PAV 04 HIS-2 ;108.444,81;183.000,00;40.75;Não;Apartamento, 78.85 de área total, 38.69 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713766089
 8787702457101 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA CARMINE MONETTI, N. 1280, Apto 4, TÉRREO, BL 05 ;106.667,03;180.000,00;40.75;Não;Apartamento, 63.41 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702457101
 8787712503394 ;SP ;SAO PAULO ;VILA NOVA CURUCA ;RUA OSORIO FRANCO VILHENA, N. 1193, Apto 907, HIS ;98.963,30;167.000,00;40.75;Não;Apartamento, 41.47 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712503394
 8787712493151 ;SP ;SAO PAULO ;GLEBA DO PESSEGO ;RUA SHO YOSHIOKA, N. 524, Apto 1402, TR 02 PAV 14 ;108.444,81;183.000,00;40.75;Não;Apartamento, 53.66 de área total, 44.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712493151
 8787708369077 ;SP ;SAO PAULO ;SAO MIGUEL PAULISTA ;AV NORDESTINA, N. 2780, Apto 612, TORRE 1 HIS ;107.852,22;182.000,00;40.75;Não;Apartamento, 53.49 de área total, 35.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708369077
 8787707048129 ;SP ;SAO PAULO ;VILA GRANADA ;RUA FILIPE GALVAO, N. 47, Apto 84, PAV 08 HIS ;104.889,24;177.000,00;40.75;Não;Apartamento, 73.68 de área total, 28.77 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707048129
 8787710041245 ;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA AURORA DO TOCANTINS, N. 453, Apto 208, TR 01 HIS ;106.667,03;180.000,00;40.75;Não;Apartamento, 104.91 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710041245
 8444432108107 ;SP ;SAO PAULO ;JARDIM TANGO ;RUA JOAQUIM JOSE DA SILVA XAVIER, N. 103, LT 21 QD I ;413.718,84;693.000,00;40.31;Sim;Casa, 185.00 de área total, 90.00 de área privativa, 90.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432108107
 8444408106310 ;SP ;SAO PAULO ;GUAIANAZES ;RUA SEVERINO SOUTO MAIOR, N. 60, Apto 33B, ;70.891,78;118.500,00;40.18;Não;Apartamento, 39.50 de área total, 35.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408106310
 8787713138363 ;SP ;SAO PAULO ;DIST DE PERUS ;RUA ENEAS CAMARGO, N. 326, Apto 54, BL 3, HIS-2 ;118.465,05;196.000,00;39.56;Não;Apartamento, 67.28 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713138363
 8787720928072 ;SP ;SAO PAULO ;GUAIANASES ;RUA TOMOICHI SHIMIZU, N. 181, Apto 1811, TORRE B PAV18 HMP ;131.982,73;218.364,96;39.56;Não;Apartamento, 56.18 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720928072
 8787709621632 ;SP ;SAO PAULO ;AGUA BRANCA ;RUA GUAICURUS, N. 827, Apto 911, PV 09 HIS2 PNE OU HMP ;135.993,04;225.000,00;39.56;Não;Apartamento, 38.62 de área total, 30.33 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709621632
 8787712292016 ;SP ;SAO PAULO ;AGUA BRANCA ;RUA MATEO FORTE, N. 85, Apto 910, TORRE 2 PAV 9 HIS HMP ;137.488,82;227.474,76;39.56;Não;Apartamento, 38.14 de área total, 26.37 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712292016
 8787711189076 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 388, Apto 02, BL 4 ;120.278,29;199.000,00;39.56;Não;Apartamento, 66.80 de área total, 40.20 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711189076
 8787711825169 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 326, Apto 28, BL 02 HIS-2 ;114.838,57;190.000,00;39.56;Não;Apartamento, 50.14 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711825169
 8555516460547 ;SP ;SAO PAULO ;CIDADE LIDER ;RUA MORUBIXABA, N. 198, Apto 203, 2º PAV, PREDIO 15 ;126.322,42;209.000,00;39.56;Não;Apartamento, 55.96 de área total, 49.23 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516460547
 8444431160628 ;SP ;SAO PAULO ;GUAIANAZES ;RUA IDEAL, N. 123, Apto 13, ;119.673,87;198.000,00;39.56;Não;Apartamento, 52.15 de área total, 38.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431160628
 8555536294448 ;SP ;SAO PAULO ;GUAIANAZES ;RUA TIBURCIO DE SOUSA, N. 3350, Apto 21, BL 02 ;122.263,02;202.283,73;39.56;Não;Apartamento, 68.76 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536294448
 8555537185871 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ALTO BENI, N. 110, Apto 406, BL 05 ;110.846,61;183.395,33;39.56;Não;Apartamento, 90.30 de área total, 44.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537185871
 8787702670263 ;SP ;SAO PAULO ;GUAIANAZES ;R BENTO SOARES MOTA, N. 65, Apto 54, BL 3 ;135.993,04;225.000,00;39.56;Sim;Apartamento, 63.03 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702670263
 8787706222451 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ARROIO SARANDI, N. 65, Apto 01, BL 01 ;117.860,63;195.000,00;39.56;Não;Apartamento, 60.53 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706222451
 8787708040440 ;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 07, TORRE B ;116.047,39;192.000,00;39.56;Não;Apartamento, 49.90 de área total, 35.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708040440
 8787710263353 ;SP ;SAO PAULO ;GUAIANAZES ;RUA HIROVO KAMINOBO, N. 980, Apto 01, LT 01 ;129.948,90;215.000,00;39.56;Não;Apartamento, 88.43 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710263353
 8787712647612 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 121, TORRE 3 HMP ;122.695,94;203.000,00;39.56;Não;Apartamento, 34.47 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712647612
 8787713877735 ;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 385, Apto 606, TORRE B ;119.397,12;197.542,11;39.56;Não;Apartamento, 48.08 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713877735
 8787714712659 ;SP ;SAO PAULO ;GUAIANAZES ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 404, TORRE 02 HIS ;123.300,35;204.000,00;39.56;Não;Apartamento, 60.27 de área total, 33.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714712659
 8787714847350 ;SP ;SAO PAULO ;GUAIANAZES ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 1003, TORRE 02 HIS ;126.926,84;210.000,00;39.56;Não;Apartamento, 60.27 de área total, 33.90 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714847350
 8787715127393 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 909, 9º PAV, TORRE 3 ;137.806,28;228.000,00;39.56;Não;Apartamento, 45.77 de área total, 35.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715127393
 8787715402017 ;SP ;SAO PAULO ;GUAIANAZES ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 702, TORRE 1 HIS ;125.113,59;207.000,00;39.56;Não;Apartamento, 61.72 de área total, 34.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715402017
 8787715644029 ;SP ;SAO PAULO ;GUAIANAZES ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 908, TORRE 01 HIS ;125.113,59;207.000,00;39.56;Não;Apartamento, 61.72 de área total, 34.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715644029
 8787716882012 ;SP ;SAO PAULO ;GUAIANAZES ;RUA VITOR GIANOTTI, N. 25, Apto 1202, HIS-1 ;129.948,90;215.000,00;39.56;Não;Apartamento, 51.57 de área total, 34.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716882012
 8787717730003 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 712, TORRE 02 ;122.091,53;202.000,00;39.56;Não;Apartamento, 34.47 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717730003
 8787717876393 ;SP ;SAO PAULO ;GUAIANAZES ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 907, TORRE 02 HIS ;132.970,97;220.000,00;39.56;Não;Apartamento, 61.72 de área total, 34.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717876393
 8787714411357 ;SP ;SAO PAULO ;ERMELINO MATARAZZO ;RUA SAMPEI SATO, N. 150, Apto 502, HIS-2 ;113.684,53;188.090,66;39.56;Não;Apartamento, 37.17 de área total, 27.46 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714411357
 8787715088878 ;SP ;SAO PAULO ;FAZENDA ARICANDUVA ;RUA INDAIA GRANDE, N. 115, Apto 1301, TORRE A 13 PAVIMENTO FPHIS ;133.729,35;221.254,74;39.56;Não;Apartamento, 46.83 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715088878
 8787712859423 ;SP ;SAO PAULO ;JAGUARE ;AVENIDA ALEXANDRE MACKENZIE, N. 357, Apto 504, PV 05 BL C TORRE 2 HIS2 ;135.993,04;225.000,00;39.56;Não;Apartamento, 52.35 de área total, 34.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712859423
 8444434497763 ;SP ;SAO PAULO ;JARDIM HELENA ;RUA ENGENHEIRO ROMEU BELLUOMINI, N. 50, Apto 12, HIS2 ;124.287,75;205.633,65;39.56;Não;Apartamento, 38.02 de área total, 31.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434497763
 8787718024358 ;SP ;SAO PAULO ;JARDIM PEREIRA LEITE ;RUA MAESTRO GABRIEL MIGLIORI, N. 410, Apto 1902, BL 2 PAV 19 SUB COND 3 HIS 2 ;129.948,90;215.000,00;39.56;Não;Apartamento, 50.11 de área total, 32.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718024358
 8787718841593 ;SP ;SAO PAULO ;JARDIM PEREIRA LEITE ;RUA MAESTRO GABRIEL MIGLIORI, N. 410, Apto 2009, HIS2 PAV 20 BL 01 SUB COND 2 ;142.037,17;235.000,00;39.56;Não;Apartamento, 50.63 de área total, 33.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718841593
 8787717921313 ;SP ;SAO PAULO ;JARDIM CELESTE ;RUA EDVARD CARMILO, N. 520, Apto 704, TR B PAV 07 GLEBA 03 HIS-1 ;125.113,59;207.000,00;39.56;Não;Apartamento, 41.07 de área total, 32.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717921313
 8787712853972 ;SP ;SAO PAULO ;ITAQUERA ;RUA SABBADO DANGELO, N. 281, Apto 602, TORRE A HIS ;130.553,32;216.000,00;39.56;Não;Apartamento, 45.19 de área total, 32.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712853972
 8787714681184 ;SP ;SAO PAULO ;ITAQUERA ;RUA CLENIO WANDERLEY, N. 80, Apto 1604, BL 03 HMP ;132.970,97;220.000,00;39.56;Não;Apartamento, 54.55 de área total, 35.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714681184
 8787717212517 ;SP ;SAO PAULO ;ITAQUERA ;AVENIDA ADRIANO BERTOZZI, N. 850, Apto 08, BL 09 HIS-2 ;141.413,77;233.968,58;39.56;Não;Apartamento, 70.70 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717212517
 8787715033143 ;SP ;SAO PAULO ;JARDIM PEDRA BRANCA ;RUA JUA MIRIM, N. 385, Apto 1109, TR B PAV 11 ;122.695,94;203.000,00;39.56;Não;Apartamento, 0.00 de área total, 32.48 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715033143
 8787715389134 ;SP ;SAO PAULO ;JARDIM PEDRA BRANCA ;RUA JUA MIRIM, N. 385, Apto 1311, TR A ;118.237,94;195.624,26;39.56;Não;Apartamento, 47.55 de área total, 32.39 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715389134
 8787714529811 ;SP ;SAO PAULO ;IPIRANGA ;RUA ANTONIO GOMES FERREIRA, N. 51, Apto 706, TORRE A HIS-1 ;135.388,62;224.000,00;39.56;Não;Apartamento, 46.63 de área total, 32.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714529811
 8787709707502 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 971, Apto 42, 4º PAV, BL 4 ;114.234,15;189.000,00;39.56;Não;Apartamento, 80.77 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709707502
 8787702930370 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1150, Apto 38, BL 04 ;128.740,08;213.000,00;39.56;Não;Apartamento, 61.68 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702930370
 8787704069192 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1600, Apto 04, BL 2 ;120.882,70;200.000,00;39.56;Não;Apartamento, 75.36 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704069192
 8555538742480 ;SP ;SAO PAULO ;JARDIM JOAO XXIII ;RUA VATICANO, N. 275, Apto 32, BL. 03 ;123.904,77;205.000,00;39.56;Não;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538742480
 8787714893181 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 1012, 10º PAV, TORRE 01, HIS-2 ;129.344,49;214.000,00;39.56;Não;Apartamento, 44.58 de área total, 35.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714893181
 8787717156315 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 604, 6º PAV, TORRE 2 ;137.392,60;227.315,57;39.56;Não;Apartamento, 47.51 de área total, 35.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717156315
 8787718588120 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 1702, PV 17 TORRE 2 ;142.037,17;235.000,00;39.56;Não;Apartamento, 47.24 de área total, 34.98 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718588120
 8787711039376 ;SP ;SAO PAULO ;JARDIM GILDA MARIA ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 94, BL 05 SUBCONDOMINIO 2 ;142.037,17;235.000,00;39.56;Não;Apartamento, 61.71 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711039376
